"key";"ru";"hy-AM"
"superadmin.dashboard.topBusinesses.noData";"Нет данных";"Տվյալներ չկան"
"superadmin.dashboard.topBusinesses.orders";"заказов";"պատվերներ"
"superadmin.dashboard.topBusinesses.revenueCol";"Выручка";"Եկամուտ"
"superadmin.dashboard.topBusinesses.title";"Топ-5 бизнесов по выручке";"Թոփ 5 բիզնես եկամտով"
"superadmin.dashboard.topCategoriesTitle";"Топ категорий по числу услуг";"Թոփ կատեգորիաներ ըստ ծառայությունների"
"superadmin.health.alerts.actions";"Действия";"Գործողություններ"
"superadmin.health.alerts.active";"Активные";"Ակտիվ"
"superadmin.health.alerts.activeStatus";"Активен";"Ակտիվ"
"superadmin.health.alerts.all";"Все";"Բոլորը"
"superadmin.health.alerts.allLevels";"Все уровни";"Բոլոր մակարդակները"
"superadmin.health.alerts.confirmResolve";"Вы уверены, что хотите пометить этот алерт как решённый?";"Վստա՞հ եք, որ ցանկանում եք նշել այս զգուշացումը լուծված"
"superadmin.health.alerts.created";"Создан";"Ստեղծվել է"
"superadmin.health.alerts.critical";"Критические";"Կրիտիկ"
"superadmin.health.alerts.description";"Описание";"Նկարագրություն"
"superadmin.health.alerts.info";"Информация";"Տեղեկություն"
"superadmin.health.alerts.level";"Уровень";"Մակարդակ"
"superadmin.health.alerts.loadError";"Ошибка загрузки алертов";"Սխալ զգուշացումները բեռնելիս"
"superadmin.health.alerts.noActive";"Нет активных алертов";"Ակտիվ զգուշացումներ չկան"
"superadmin.health.alerts.noAlerts";"Нет алертов";"Զգուշացումներ չկան"
"superadmin.health.alerts.resolve";"Решить";"Լուծել"
"superadmin.health.alerts.resolved";"Решён";"Լուծված"
"superadmin.health.alerts.source";"Источник";"Աղբյուր"
"superadmin.health.alerts.status";"Статус";"Կարգավիճակ"
"superadmin.health.alerts.title";"Алерты платформы";"Հարթակի զգուշացումներ"
"superadmin.health.alerts.titleCol";"Заголовок";"Վերնագիր"
"superadmin.health.alerts.warning";"Предупреждения";"Զգուշացումներ"
"superadmin.health.metrics.allOk";"Все системы работают нормально. Активных алертов нет.";"Բոլոր համակարգերը աշխատում են։ Ակտիվ զգուշացումներ չկան։"
"superadmin.health.metrics.critical";"Критические алерты";"Կրիտիկ զգուշացումներ"
"superadmin.health.metrics.criticalAttention";"Внимание! Обнаружено {count} критических алертов. Требуется немедленное вмешательство.";"Ուշադրություն։ Հայտնաբերվել է {count} կրիտիկ զգուշացում։ Անհրաժեշտ է անհապաղ գործողություն։"
"superadmin.health.metrics.info";"Информационные";"Տեղեկատու"
"superadmin.health.metrics.loadError";"Ошибка загрузки метрик";"Սխալ ցուցանիշները բեռնելիս"
"superadmin.health.metrics.title";"Метрики здоровья";"Առողջության ցուցանիշներ"
"superadmin.health.metrics.totalActive";"Всего активных алертов";"Ընդհանուր ակտիվ զգուշացումներ"
"superadmin.health.metrics.warnings";"Предупреждения";"Զգուշացումներ"
"superadmin.health.systemStatus.application";"Приложение";"Դիմում"
"superadmin.health.systemStatus.applicationDesc";"Laravel API";"Laravel API"
"superadmin.health.systemStatus.checking";"Проверка...";"Ստուգում…"
"superadmin.health.systemStatus.database";"База данных";"Տվյալների բազա"
"superadmin.health.systemStatus.databaseDesc";"PostgreSQL соединение";"PostgreSQL կապ"
"superadmin.health.systemStatus.error";"Ошибка";"Սխալ"
"superadmin.health.systemStatus.lastCheck";"Последняя проверка";"Վերջին ստուգում"
"superadmin.health.systemStatus.loadError";"Не удалось загрузить статус системы";"Հնարավոր չէր բեռնել համակարգի կարգավիճակը"
"superadmin.health.systemStatus.operational";"Работает";"Աշխատում է"
"superadmin.health.systemStatus.title";"Статус системы";"Համակարգի կարգավիճակ"
"superadmin.health.title";"Мониторинг здоровья платформы";"Հարթակի առողջության մոնիտորինգ"
"superadmin.platformUsers.active";"Активен";"Ակտիվ"
"superadmin.platformUsers.additionalInfo";"Дополнительно";"Լրացուցիչ"
"superadmin.platformUsers.block";"Заблокировать";"Արգելել"
"superadmin.platformUsers.blocked";"Заблокирован";"Արգելված"
"superadmin.platformUsers.contacts";"Контакты";"Կոնտակտներ"
"superadmin.platformUsers.edit";"Редактировать";"Խմբագրել"
"superadmin.platformUsers.emailLabel";"Email";"Էլ. փոստ"
"superadmin.platformUsers.registered";"Регистрация";"Գրանցված"
"superadmin.platformUsers.roleBusiness";"Владелец бизнеса";"Բիզնեսի սեփականատեր"
"superadmin.platformUsers.roleClient";"Клиент";"Հաճախորդ"
"superadmin.platformUsers.roleSuperadmin";"Суперадмин";"Սուպերադմին"
"superadmin.platformUsers.unblock";"Разблокировать";"Բացել արգելքը"
"superadmin.platformUsers.userId";"ID";"ID"
"superadmin.platformUsers.viewSubtitle";"Профиль и статус";"Պրոֆիլ և կարգավիճակ"
"superadmin.platformUsers.viewTitle";"Детали пользователя";"Օգտատիրոջ մանրամասներ"
"superadmin.reviews.cards.avgRating";"Средний рейтинг";"Միջին գնահատական"
"superadmin.reviews.cards.pendingReviews";"На модерации";"Մոդերացիայի սպասում"
"superadmin.reviews.cards.publishedReviews";"Опубликовано";"Հրապարակված"
"superadmin.reviews.cards.respondedReviews";"С ответом";"Պատասխանով"
"superadmin.reviews.cards.totalReviews";"Всего отзывов";"Ընդհանուր կարծիքներ"
"superadmin.reviews.cards.withoutResponseReviews";"Без ответа";"Առանց պատասխանի"
"superadmin.reviews.chart.error";"Не удалось загрузить";"Չբեռնվեց"
"superadmin.reviews.chart.labels.rating_1";"1 звезда";"1 աստղ"
"superadmin.reviews.chart.labels.rating_2";"2 звезды";"2 աստղ"
"superadmin.reviews.chart.labels.rating_3";"3 звезды";"3 աստղ"
"superadmin.reviews.chart.labels.rating_4";"4 звезды";"4 աստղ"
"superadmin.reviews.chart.labels.rating_5";"5 звёзд";"5 աստղ"
"superadmin.reviews.chart.noData";"Нет данных";"Տվյալներ չկան"
"superadmin.reviews.chart.subtitle";"Только опубликованные отзывы";"Միայն հրապարակված կարծիքներ"
"superadmin.reviews.chart.title";"Распределение рейтинга";"Գնահատականների բաշխում"
"superadmin.reviews.chart.total";"Всего";"Ընդհանուր"
"superadmin.reviews.description";"Модерация отзывов и ответы";"Կարծիքների մոդերացիա և պատասխաններ"
"superadmin.reviews.loadError";"Не удалось загрузить данные";"Հնարավոր չէր բեռնել տվյալները"
"superadmin.reviews.notifications.deleteError";"Не удалось удалить отзыв";"Հնարավոր չէր ջնջել կարծիքը"
"superadmin.reviews.notifications.deleteSuccess";"Отзыв удалён";"Կարծիքը ջնջվել է"
"superadmin.reviews.notifications.responseError";"Не удалось обновить ответ";"Հնարավոր չէր թարմացնել պատասխանը"
"superadmin.reviews.notifications.responseUpdated";"Ответ успешно обновлён";"Պատասխանը հաջողությամբ թարմացվել է"
"superadmin.reviews.responseModal.cancel";"Отмена";"Չեղարկել"
"superadmin.reviews.responseModal.placeholder";"Напишите ваш ответ...";"Գրեք ձեր պատասխանը…"
"superadmin.reviews.responseModal.reviewFrom";"Отзыв от";"Կարծիք՝"
"superadmin.reviews.responseModal.save";"Сохранить";"Պահել"
"superadmin.reviews.responseModal.title";"Ответить на отзыв";"Պատասխանել կարծիքին"
"superadmin.reviews.responseModal.yourResponse";"Ваш ответ";"Ձեր պատասխանը"
"superadmin.reviews.retry";"Повторить";"Կրկնել"
"superadmin.reviews.table.actions.delete";"Удалить";"Ջնջել"
"superadmin.reviews.table.actions.editResponse";"Редактировать ответ";"Խմբագրել պատասխանը"
"superadmin.reviews.table.actions.respond";"Ответить";"Պատասխանել"
