"key";"ru";"es-MX"
"public.services.categories.food";"Еда";"Comida"
"public.services.categories.hair-services";"Парикмахерские услуги";"Cabello"
"public.services.categories.health";"Здоровье";"Salud"
"public.services.categories.home-services";"Домашние услуги";"Servicios del hogar"
"public.services.categories.hvac";"Отопление и вентиляция";"HVAC"
"public.services.categories.it";"IT";"TI"
"public.services.categories.it-support";"IT-поддержка";"Soporte TI"
"public.services.categories.landscaping";"Ландшафтный дизайн";"Jardinería"
"public.services.categories.language-learning";"Изучение языков";"Idiomas"
"public.services.categories.laundry";"Прачечная";"Lavandería"
"public.services.categories.legal";"Юридические услуги";"Servicios legales"
"public.services.categories.legal-services";"Юридические услуги";"Servicios legales"
"public.services.categories.massage";"Массаж";"Masaje"
"public.services.categories.massage-spa";"Массаж и SPA";"Masaje y spa"
"public.services.categories.medical-services";"Медицинские услуги";"Servicios médicos"
"public.services.categories.moving";"Переезды";"Mudanzas"
"public.services.categories.music-lessons";"Музыкальные уроки";"Clases de música"
"public.services.categories.nail-services";"Маникюр и педикюр";"Uñas"
"public.services.categories.notary";"Нотариус";"Notaría"
"public.services.categories.pet-care";"Уход за животными";"Cuidado de mascotas"
"public.services.categories.pet-services";"Услуги для животных";"Mascotas"
"public.services.categories.photography";"Фотография";"Fotografía"
"public.services.categories.physical-therapy";"Физиотерапия";"Fisioterapia"
"public.services.categories.plumbing";"Сантехника";"Plomería"
"public.services.categories.repair-construction";"Ремонт и строительство";"Reparación y construcción"
"public.services.categories.snow-removal";"Уборка снега";"Remoción de nieve"
"public.services.categories.spa";"SPA";"Spa"
"public.services.categories.tanning";"Солярий";"Bronceado"
"public.services.categories.tattoo-piercing";"Тату и пирсинг";"Tatuajes y perforaciones"
"public.services.categories.technology";"Технологии";"Tecnología"
"public.services.categories.translation";"Переводы";"Traducción"
"public.services.categories.travel";"Путешествия";"Viajes"
"public.services.categories.tutoring";"Репетиторство";"Tutorías"
"public.services.categories.videography";"Видеосъемка";"Videografía"
"public.services.categories.web-development";"Веб-разработка";"Desarrollo web"
"public.services.categoriesTitle";"Категории";"Categorías"
"public.services.city";"Город";"Ciudad"
"public.services.cityOptional";"Город (опционально)";"Ciudad (opcional)"
"public.services.collapse";"Свернуть";"Contraer"
"public.services.description";"Все услуги в одном месте: бронирование, рейтинг, отзывы и многое другое";"Todos los servicios en un solo lugar: reservas, calificaciones, reseñas y más"
"public.services.features";"Особенности";"Características"
"public.services.filters";"Фильтры";"Filtros"
"public.services.found";"Найдено";"Encontrados"
"public.services.foundOffers";"Найдено {count} предложений";"Se encontraron {count} ofertas"
"public.services.heroDescription";"Все услуги в одном месте: бронирование, рейтинг, отзывы";"Todos los servicios en un solo lugar: reservas, calificaciones, reseñas"
"public.services.heroTitle";"Найдите профессионала или студию в США";"Encuentra un profesional o estudio en EE. UU."
"public.services.noServices";"Услуги не найдены";"No se encontraron servicios"
"public.services.noServicesDescription";"Попробуйте изменить фильтры поиска";"Prueba cambiar filtros o la búsqueda"
"public.services.noServicesFound";"Услуги не найдены";"No se encontraron servicios"
"public.services.priceRanges.75to125";"$75 – $125";"$75 – $125"
"public.services.priceRanges.all";"Любой бюджет";"Cualquier presupuesto"
"public.services.priceRanges.gt125";"от $125";"desde $125"
"public.services.priceRanges.lt75";"до $75";"hasta $75"
"public.services.quickFilters.availableSlots";"Со свободными слотами";"Con horarios disponibles"
"public.services.quickFilters.availableSlotsShort";"Свободные слоты";"Horarios"
"public.services.quickFilters.mobile";"Выездной";"A domicilio"
"public.services.quickFilters.openNow";"Открыто сейчас";"Abierto ahora"
"public.services.quickFilters.openNowShort";"Открыто";"Abierto"
"public.services.quickFilters.title";"Быстрые фильтры";"Filtros rápidos"
"public.services.rating";"Рейтинг";"Calificación"
"public.services.ratingOptions.rating4";"4.0+";"4.0+"
"public.services.ratingOptions.rating45";"4.5+";"4.5+"
"public.services.ratingOptions.rating48";"4.8+";"4.8+"
"public.services.resetFilters";"Сбросить фильтры";"Restablecer filtros"
"public.services.searchPlaceholder";"Поиск по названию, услуге...";"Buscar por nombre, servicio..."
"public.services.showMore";"Показать еще ({remaining} осталось)";"Ver más ({remaining} restantes)"
"public.services.showMoreCategories";"Показать еще {count} категорий";"Mostrar {count} categorías más"
"public.services.showingFor";"Показываем услуги для";"Mostrando servicios para"
"public.services.state";"Штат";"Estado"
"public.services.statistics.bookings";"10,000+ бронирований";"Más de 10,000 reservas"
"public.services.statistics.masters";"500+ мастеров";"Más de 500 especialistas"
"public.services.statistics.rating";"4.9★ рейтинг";"Calificación 4.9"
"public.services.title";"Все услуги";"Todos los servicios"
"public.services.tryChangeFilters";"Попробуйте изменить фильтры или поисковый запрос";"Prueba cambiar filtros o la búsqueda"
"quickSearch.examples.adminAddress";"улица, город — как в адресе компании";"calle o ciudad tal como figuran en la empresa"
"quickSearch.examples.adminCompany";"фрагмент названия компании (Inc, LLC…)";"parte del nombre de la empresa (Inc, LLC…)"
"quickSearch.examples.adminEmail";"часть email пользователя";"parte del correo del usuario"
"quickSearch.examples.bizEmail";"часть email (например, домен)";"parte de un correo (p. ej. el dominio)"
"quickSearch.examples.bizName";"часть имени или фамилии клиента";"parte del nombre o apellido del cliente"
"quickSearch.examples.bizUsPhone";"фрагмент US-номера, напр. (555) или 234";"fragmento de un número de EE. UU., p. ej. (555) o 234"
"quickSearch.hint.descAdmin";"Компании и пользователи — по названию, email, телефону (в т.ч. US-формат), адресу, городу; объявления и категории — по тексту и slug.";"Empresas y usuarios: nombre, correo, teléfono (incluidos formatos de EE. UU.), dirección, ciudad; anuncios y categorías: texto y slug."
